cycle_id,sample_id,cooler_condition,valve_condition,pump_leakage,accumulator_pressure,stable_flag,is_stable_cycle,is_healthy,num_degraded_components,degraded_components,is_single_component_fault,fault_subsystem,fault_label,subsystem_label,condition_type
121,121,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
122,122,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
123,123,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
124,124,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
125,125,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
126,126,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
127,127,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
128,128,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
129,129,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
130,130,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
131,131,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
132,132,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
133,133,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
134,134,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
135,135,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
136,136,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
137,137,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
138,138,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
139,139,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
140,140,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
141,141,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
142,142,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
143,143,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
144,144,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
145,145,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
146,146,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
147,147,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
148,148,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
149,149,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
150,150,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
151,151,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
152,152,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
153,153,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
154,154,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
155,155,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
156,156,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
157,157,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
158,158,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
159,159,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
160,160,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
161,161,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
162,162,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
163,163,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
164,164,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
165,165,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
166,166,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
167,167,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
168,168,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
169,169,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
170,170,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
171,171,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
172,172,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
173,173,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
174,174,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
175,175,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
176,176,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
177,177,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
178,178,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
179,179,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
180,180,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
181,181,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
182,182,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
183,183,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
184,184,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
185,185,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
186,186,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
187,187,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
188,188,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
189,189,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
190,190,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
191,191,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
192,192,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
193,193,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
194,194,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
195,195,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
196,196,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
197,197,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
198,198,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
199,199,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
200,200,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
201,201,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
202,202,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
203,203,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
204,204,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
205,205,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
206,206,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
207,207,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
208,208,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
209,209,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
210,210,3,100,0,130,1,0,0,1,Cooler,1,Cooler,Cooler,cooler,single_component_degraded
211,211,3,100,2,130,1,0,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
212,212,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
213,213,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
214,214,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
215,215,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
216,216,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
217,217,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
218,218,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
219,219,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
220,220,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
221,221,3,73,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
222,222,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
223,223,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
224,224,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
225,225,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
226,226,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
227,227,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
228,228,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
229,229,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
230,230,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
231,231,3,80,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
232,232,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
233,233,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
234,234,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
235,235,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
236,236,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
237,237,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
238,238,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
239,239,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
240,240,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
241,241,3,90,2,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
242,242,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
243,243,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
244,244,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
245,245,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
246,246,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
247,247,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
248,248,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
249,249,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
250,250,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
251,251,3,100,2,130,0,1,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
252,252,3,100,1,130,1,0,0,2,Cooler|Pump,0,,multi_component,multi_component,multi_component_degraded
253,253,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
254,254,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
255,255,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
256,256,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
257,257,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
258,258,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
259,259,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
260,260,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
261,261,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
262,262,3,73,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
263,263,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
264,264,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
265,265,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
266,266,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
267,267,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
268,268,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
269,269,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
270,270,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
271,271,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
272,272,3,80,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
273,273,3,90,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
274,274,3,90,1,130,0,1,0,3,Cooler|Valve|Pump,0,,multi_component,multi_component,multi_component_degraded
